HIP,Teff,e_Teff,log(g),e_log(g),vsini,r_vsini,Ageavg,Agemed,Agemod,Age68lo,Age68up,Age68t,Age95lo,Age95up,Age95t,Age2D,Mavg,Mmed,Mmod,M68lo,M68up,M68t,M95lo,M95up,M95t,M2D,source_id,phot_g_mean_mag,phot_g_mean_flux,phot_g_mean_flux_error,phot_bp_mean_mag,phot_bp_mean_flux,phot_bp_mean_flux_error,phot_rp_mean_mag,phot_rp_mean_flux,phot_rp_mean_flux_error,lum_val,lum_percentile_lower,lum_percentile_upper
4525,6745,229,4.29,0.14,,,1076.0,1372.0,1703.0,701.0,2862.0,68,150.0,4597.0,95,791.0,1.3,1.3,1.3,1.2,1.4,68,1.1,1.5,95,1.33,2355609040086985216,7.6533337,16368645.874853255,3584.742175289806,7.8702416,9827852.107391734,6461.16590947315,7.3376446,9326315.942092998,5144.980302428301,3.8649422999999996,3.8465252,3.8833594
4676,6449,219,3.85,0.14,,,2669.0,2567.0,2476.0,1804.0,3238.0,64,1540.0,5309.0,95,2172.0,1.41,1.4,1.41,1.2,1.5,68,1.1,1.7,95,1.54,2532552037595238528,7.244106299999999,23861835.50920006,4830.041363726165,7.498551400000001,13839958.190217026,13259.179357389876,6.885639,14142048.384929365,19069.103650689467,6.562380999999999,6.5187335,6.606028
4708,6405,218,4.3,0.14,,,1920.0,2347.0,2778.0,1372.0,5309.0,68,307.0,7286.0,95,2031.0,1.18,1.18,1.15,1.1,1.3,68,1.0,1.3,95,1.21,2577534570116038016,7.9967837,11929787.91688694,5236.147944226243,8.250624,6923184.10001048,9639.408432495395,7.630874,7118990.648335276,9133.150431302533,2.5016844,2.4863646,2.5170043
4807,6755,230,4.36,0.14,,,931.0,1189.0,1608.0,579.0,2738.0,68,119.0,4340.0,95,35.0,1.29,1.3,1.3,1.2,1.4,68,1.1,1.5,95,1.33,4981566510311521792,7.837208,13818572.689347334,2831.8334688143373,8.055075,8289446.939658296,6722.330891310775,7.517646000000001,7901502.657383684,9591.880337540153,3.8444905,3.8277926,3.8611883999999996
4852,9005,306,4.02,0.14,71.0,0.0,464.0,525.0,554.0,434.0,688.0,68,188.0,818.0,95,581.0,2.07,2.06,2.03,1.9,2.2,68,1.8,2.4,95,2.16,5027700403305690752,5.477028400000001,121488456.1223124,115876.28130849387,5.535666,84389601.1463332,72175.77513699252,5.4177737,54658599.84542802,57622.771307358475,,,
4868,6573,223,4.3,0.14,,,1420.0,1738.0,2144.0,917.0,3868.0,68,205.0,6131.0,95,1222.0,1.24,1.24,1.24,1.1,1.3,68,1.1,1.4,95,1.27,307810346075871104,6.765752,37071959.03244178,13748.51598182327,7.023994999999999,21426802.39875545,145792.48551947565,6.412964,21856592.42845176,256178.33327346522,3.0339982999999995,3.0250132,3.0429833
4893,6716,228,4.32,0.14,,,1064.0,1311.0,1753.0,669.0,2956.0,68,141.0,4732.0,95,438.0,1.29,1.29,1.27,1.2,1.4,68,1.1,1.5,95,1.32,307383598125681024,7.099728999999999,27255526.989560306,7768.743383962786,7.32753,16201056.657005982,30227.66046541938,6.777870699999999,15617797.92459562,69842.52560627308,3.8739547999999995,3.8537673999999997,3.8941421999999997
4925,6607,225,4.37,0.14,,,1186.0,1496.0,1967.0,708.0,3447.0,68,154.0,5623.0,95,37.0,1.24,1.24,1.24,1.2,1.3,68,1.1,1.4,95,1.29,2351259269007915904,8.572396000000001,7020821.251198283,1322.00193974155,8.815221000000001,4115921.671887958,3141.3561074653685,8.215566,4154718.695200145,3394.8618085544185,2.9532187000000003,2.9339404,2.972497
4979,7684,261,4.17,0.14,,,610.0,773.0,958.0,526.0,1273.0,68,119.0,1496.0,95,872.0,1.62,1.61,1.58,1.5,1.7,68,1.4,1.8,95,1.64,2538159890494125184,6.0234065,73448614.73534973,38418.10507792174,6.1671195,47174517.51346234,79484.50304717678,5.817514,37823569.60638171,71158.87553900435,10.119508,10.065947999999999,10.173067999999999
4997,6446,219,3.98,0.14,,,2826.0,2796.0,2476.0,1995.0,4097.0,68,1496.0,6131.0,95,2489.0,1.31,1.3,1.24,1.2,1.4,68,1.1,1.6,95,1.42,4988043149195248640,7.192891599999999,25014377.309498284,4049.006414392811,7.4426084,14571758.812112475,12181.082506435545,6.839579,14754903.958404696,15868.89966054265,5.5875287,5.565363,5.6096945
5081,6626,225,4.05,0.14,,,2045.0,2239.0,2144.0,1492.0,3236.0,68,688.0,5788.0,95,2175.0,1.33,1.33,1.3,1.2,1.4,68,1.1,1.6,95,1.41,2777307895783080576,5.511801999999999,117659048.65131477,170507.33254966195,5.7541465999999994,69007551.17107931,120597.60610792619,5.1778603,68174789.47299281,255007.7167791578,12.568209,12.467779,12.668638
5099,6754,230,4.35,0.14,,,954.0,1173.0,1608.0,596.0,2738.0,68,122.0,4340.0,95,34.0,1.3,1.3,1.3,1.2,1.4,68,1.1,1.5,95,1.34,4988072801649520256,7.0778593999999995,27810095.31620289,4644.47537974073,7.302873,16573183.193321245,12653.886709759361,6.7580037,15906202.204556774,22619.793297161923,3.8873142999999994,3.8747737,3.899855
5131,11956,406,4.4,0.14,218.0,0.0,58.0,71.0,107.0,38.0,173.0,68,10.0,211.0,95,4.0,2.84,2.83,2.81,2.7,3.0,68,2.5,3.1,95,3.11,2790497534190737152,5.268235,147248926.42256153,764619.8262879241,5.32742,102232062.2267818,273893.0751457148,5.323657,59608089.33830692,289560.9138118675,,,
5137,6324,215,3.92,0.14,,,3220.0,3255.0,2778.0,2274.0,4509.0,68,1815.0,6210.0,95,3393.0,1.31,1.29,1.21,1.1,1.4,68,1.1,1.6,95,1.34,2351173369662041728,8.176785,10107224.632378276,2680.836060129264,8.443257000000001,5797655.868994408,3288.4093826082417,7.795416,6117889.85844302,3624.8150311165523,3.5351044999999996,3.5131955,3.5570135
5186,8136,277,4.41,0.14,,,283.0,347.0,523.0,197.0,827.0,68,45.0,972.0,95,20.0,1.7,1.69,1.66,1.6,1.8,68,1.6,1.9,95,1.72,522891484951192320,6.4725904000000005,48563524.95560431,11020.933628750066,6.5999393,31664999.04391668,37886.855585500765,6.3025465,24196319.507915586,36637.44260340834,8.803053,8.776435000000001,8.829671000000001
5296,6508,221,3.89,0.14,,,2573.0,2482.0,2337.0,1733.0,3232.0,68,1496.0,5309.0,95,2185.0,1.39,1.39,1.38,1.2,1.5,68,1.1,1.7,95,1.51,2470218073420858240,5.580749,110419733.98758042,74577.71236055267,5.833051,64170402.82821964,55087.00065185117,5.2360487000000004,64617249.34565387,102328.6712058214,9.321571,9.224152,9.418991
5348,13776,468,4.21,0.14,111.0,0.0,54.0,66.0,96.0,42.0,129.0,68,11.0,150.0,95,67.0,3.58,3.57,3.55,3.3,3.8,68,3.2,4.0,95,3.6,4913847589156808960,4.27303,368242914.49997663,10336701.140710853,3.9165058,374932353.2323681,1604277.199695831,4.0992403,184107690.78169876,2201267.9336350397,,,
5356,7127,242,4.3,0.14,,,654.0,822.0,1206.0,460.0,1778.0,68,92.0,2304.0,95,122.0,1.43,1.43,1.44,1.4,1.5,68,1.3,1.6,95,1.46,2476632628552940032,7.792320299999999,14401845.222067818,6091.746787008636,7.9901743000000005,8800056.463701148,9130.081459824523,7.510788000000001,7951569.455329172,10561.41026084988,5.9192233,5.877027,5.961419599999999
5363,7579,258,4.38,0.14,,,402.0,516.0,783.0,282.0,1155.0,68,61.0,1413.0,95,24.0,1.56,1.56,1.55,1.5,1.6,68,1.4,1.7,95,1.55,4933360553295799040,7.064605,28151671.07800429,18098.389106894505,7.083411,20285734.00183432,297198.10141909827,6.7107735,16613405.568151433,304722.38904373377,7.467918400000001,7.416546,7.519291
5383,6335,215,4.02,0.14,,,3231.0,3284.0,2778.0,2345.0,4890.0,68,1631.0,6879.0,95,3580.0,1.25,1.24,1.18,1.1,1.3,68,1.1,1.5,95,1.28,5032808081492470784,8.154527999999999,10316567.941910733,28957.549459350113,8.346712,6336807.555439341,6126.594163401355,7.699316499999999,6684075.674602932,9633.037160509364,3.0651655,2.80797,3.322361
5488,7231,246,3.97,0.14,,,1202.0,1308.0,1314.0,1072.0,1687.0,68,501.0,2239.0,95,1368.0,1.58,1.56,1.49,1.4,1.7,68,1.3,1.8,95,1.67,4910462776970437248,6.889651299999999,33073922.03265569,10780.969870041174,7.076355499999999,20417993.09047255,17334.850622801845,6.625197999999999,17975827.694858726,22658.25425604585,9.594182,9.4741535,9.7142105
5518,11894,404,4.06,0.14,315.0,0.0,146.0,172.0,197.0,134.0,239.0,68,47.0,266.0,95,196.0,3.01,2.99,2.95,2.8,3.2,68,2.6,3.4,95,3.1,532613572919594240,5.283498000000001,145193486.49671623,232977.54490864184,5.307997,104077365.95530838,185017.27581855602,5.3119125,60256373.69692236,226541.2674062444,,,
5542,8202,279,4.03,0.14,,,650.0,746.0,783.0,613.0,1000.0,68,237.0,1189.0,95,830.0,1.83,1.81,1.77,1.7,1.9,68,1.6,2.1,95,1.9,411601907281189504,4.261586,372144676.6946119,1156707.0515010124,4.3910599999999995,242176161.87502247,273162.22766145365,4.155207,174857824.39204994,430442.6367093968,,,
5552,6504,221,4.3,0.14,,,1632.0,2054.0,2406.0,1104.0,4505.0,68,251.0,6683.0,95,1614.0,1.22,1.22,1.18,1.1,1.3,68,1.1,1.4,95,1.24,2532906011619685120,8.228149,9640213.745358463,2509.2745945271986,8.475780499999999,5626562.767277444,6458.560417778669,7.8705297000000005,5708949.807961636,7908.789087924734,3.0295756000000003,3.0113466,3.0478046
5626,10342,352,4.2,0.14,193.0,0.0,176.0,218.0,294.0,146.0,385.0,68,37.0,434.0,95,242.0,2.38,2.37,2.34,2.2,2.5,68,2.1,2.7,95,2.41,565525976023772288,5.5735106,111158333.38690326,118002.32786142839,5.6057434,79114842.29570398,127455.2239783206,5.567206400000001,47630535.73512695,108957.4205930466,,,
5646,6408,218,3.97,0.14,,,2969.0,2934.0,2623.0,2096.0,4277.0,68,1585.0,6131.0,95,2557.0,1.3,1.29,1.21,1.1,1.4,68,1.1,1.6,95,1.42,2538674324497021568,6.4226627,50848852.28727775,14820.313071782759,6.6849933,29279118.10491403,56694.66721671249,6.0678816,30034150.736412156,75075.86007541811,4.876271,4.8590089999999995,4.8935328
5651,6403,218,4.25,0.14,,,2136.0,2553.0,2778.0,1585.0,5309.0,68,387.0,7286.0,95,2592.0,1.19,1.19,1.15,1.1,1.3,68,1.0,1.4,95,1.22,2354276122755940864,7.519326700000001,18518919.50261338,3927.7517671649302,7.778574000000001,10693643.349306753,9883.828411184026,7.154539999999999,11039566.547939232,14326.554107263772,2.5760334,2.5654907000000002,2.586576
5661,7502,255,3.98,0.14,,,997.0,1104.0,1138.0,917.0,1413.0,68,410.0,1778.0,95,1182.0,1.65,1.64,1.58,1.5,1.7,68,1.4,1.9,95,1.73,4988805175176355840,5.8801656,83806951.29095013,57923.70270710724,6.0436816,52854569.446761794,95435.82854662868,5.656833,43856583.53187199,116609.52456842732,16.011963,15.841098,16.182829
5799,6482,220,4.2,0.14,,,2057.0,2391.0,2476.0,1540.0,4732.0,68,410.0,6879.0,95,2460.0,1.23,1.23,1.21,1.1,1.3,68,1.1,1.4,95,1.27,2475331528340199936,4.9812593000000005,191797311.0445895,670383.4189158274,5.2681026,107972756.01075871,249672.6323548657,4.656606,110185760.14828731,428373.8437071113,4.2425537,4.2169623,4.268145
5833,6486,221,3.92,0.14,,,2675.0,2591.0,2406.0,1833.0,3548.0,68,1540.0,5623.0,95,2302.0,1.36,1.36,1.38,1.2,1.5,68,1.1,1.6,95,1.48,2533660345315782528,5.563235,112215385.29724598,133491.568496963,5.824429,64682030.50848997,64843.200561090176,5.2212963,65501236.54478601,203898.89026296246,8.108459,8.050408000000001,8.166511
5898,6494,221,4.17,0.14,,,2127.0,2423.0,2476.0,1592.0,4586.0,68,473.0,6879.0,95,2480.0,1.24,1.24,1.21,1.1,1.3,68,1.1,1.4,95,1.29,2579689922143890304,7.0437803,28696843.00175883,10198.86744064499,7.293655,16714497.515374014,51444.837739362985,6.691016,16918489.03609724,62322.31622393804,2.9551383999999996,2.855648,3.0546287999999997
5913,6633,226,4.34,0.14,,,1181.0,1496.0,1911.0,729.0,3350.0,68,158.0,5464.0,95,364.0,1.25,1.25,1.24,1.2,1.3,68,1.1,1.4,95,1.3,510595302822046592,7.2059603,24715087.757060256,5094.133071104286,7.435061500000001,14673400.36603976,9399.51163964938,6.875883999999999,14269683.373816393,16877.44574488752,3.2945857000000003,3.2823898999999996,3.3067815
5943,6870,234,4.35,0.14,,,797.0,982.0,1433.0,503.0,2313.0,68,100.0,3350.0,95,32.0,1.34,1.34,1.32,1.3,1.4,68,1.2,1.5,95,1.37,4704612656694607360,6.808439,35642710.63690567,8524.241903230533,7.026876400000001,21370009.54031636,27511.125549571305,6.5069904,20043423.130541205,49235.60744319801,5.2071652,5.192796700000001,5.221533999999999
5992,10267,349,4.18,0.14,223.0,0.0,191.0,235.0,312.0,162.0,399.0,68,42.0,447.0,95,267.0,2.37,2.36,2.31,2.2,2.5,68,2.1,2.7,95,2.4,4704904435296759552,6.395377,52142940.39201181,19037.86959569134,6.406327200000001,37846383.69494885,118231.68771864314,6.364976,22844289.424244426,206913.6260700664,,,
6061,9170,312,3.92,0.14,111.0,0.0,499.0,523.0,523.0,453.0,627.0,68,316.0,750.0,95,544.0,2.22,2.2,2.17,2.0,2.4,68,1.9,2.6,95,2.33,2562879832464178432,5.101022,171766177.9455256,648714.0222169771,5.174605400000001,117682858.68656293,287626.2361499445,5.14898,70012565.9222546,2142425.6154720504,,,
6068,6495,221,4.29,0.14,,,1694.0,2060.0,2406.0,1165.0,4603.0,68,274.0,6879.0,95,1787.0,1.22,1.21,1.18,1.1,1.3,68,1.1,1.4,95,1.24,5013008969452872704,8.519869,7368835.09150964,2235.7328128083154,8.775303,4270061.854405496,4015.386092698245,8.152989999999999,4401206.8332803715,4683.975031694656,3.0575702000000002,3.0400044999999998,3.075136
6108,7397,252,4.39,0.14,,,445.0,551.0,879.0,302.0,1311.0,68,65.0,1631.0,95,27.0,1.51,1.51,1.49,1.4,1.6,68,1.3,1.6,95,1.5,5041659287534663552,7.2155843,24496986.108853906,5726.327560599239,7.389454,15302899.19079975,15465.317620727054,6.963589,13162318.266644133,15128.915983118859,6.455074,6.423622,6.4865255
6178,6642,226,4.55,0.14,,,844.0,1002.0,1433.0,447.0,2818.0,68,100.0,4732.0,95,35.0,1.23,1.25,1.21,1.1,1.3,68,1.1,1.4,95,1.49,510948486569945088,8.296403,9052845.888802676,2623.619904148764,8.541971,5293792.507736303,5448.749517120542,7.942821,5341208.245065495,6893.2976646091165,2.5539932,2.5417347,2.5662518
6193,9183,312,3.59,0.14,85.0,0.0,461.0,462.0,428.0,385.0,559.0,68,322.0,640.0,95,484.0,2.66,2.65,2.5,2.4,2.9,68,2.2,3.2,95,2.71,296483280365523840,4.6974325,249099743.9104354,916856.1612608305,4.772171,170485269.32990173,466177.32988872967,4.706757,105211964.75597703,1282783.777788443,,,
6237,6616,225,4.12,0.14,,,1876.0,2101.0,2144.0,1372.0,3548.0,68,460.0,5957.0,95,2162.0,1.3,1.3,1.3,1.2,1.4,68,1.1,1.5,95,1.37,2470763950880669952,6.53795,45726329.64123812,11000.374026666886,6.773753999999999,26980725.32715756,39073.357731715056,6.2134395,26265896.96712657,58598.33059932241,4.227603,4.213156,4.2420497
6312,10410,354,4.28,0.14,283.0,0.0,138.0,170.0,255.0,106.0,351.0,68,26.0,398.0,95,141.0,2.37,2.36,2.34,2.2,2.5,68,2.1,2.6,95,2.36,524837173854646784,6.3003206,56913855.54589511,20150.81420626061,6.370071,39131527.65414272,52113.22268735289,6.2275367,25927066.79913407,45358.80960934124,,,
6348,6974,237,4.27,0.14,,,820.0,1030.0,1392.0,579.0,2113.0,68,115.0,2901.0,95,632.0,1.39,1.39,1.38,1.3,1.5,68,1.2,1.6,95,1.41,4935013050552566912,7.358863400000001,21468459.897945426,4438.474838397082,7.565896,13007587.96007566,11320.290344462865,7.061980999999999,12021968.102760466,18194.089593335346,5.8806496,5.858743,5.902556
6361,6415,218,4.42,0.14,,,1494.0,1840.0,2548.0,917.0,4732.0,68,194.0,6879.0,95,46.0,1.17,1.17,1.15,1.1,1.2,68,1.0,1.3,95,1.22,5036571331837006720,8.918478,5104522.603286772,1010.4326823635917,9.1829815,2933342.153435848,2917.7299665432233,8.528496,3114366.1636804133,2425.029413144723,2.0879927,2.0746366999999997,2.1013486
6427,6402,218,3.87,0.14,,,2858.0,2756.0,2476.0,1995.0,3868.0,68,1638.0,5409.0,94,2473.0,1.37,1.39,1.38,1.2,1.5,68,1.1,1.7,95,1.48,2354096868001276928,6.3579097,53973729.24533977,11911.081882777407,6.61435,31247507.00445237,36330.720017621636,6.005601,31807366.48474017,61581.134526053625,8.529527999999999,8.502463,8.556592
6439,6442,219,4.23,0.14,,,2068.0,2450.0,2623.0,1525.0,5053.0,68,365.0,6879.0,95,2509.0,1.21,1.2,1.18,1.1,1.3,68,1.0,1.4,95,1.24,2593298611920443520,7.038884599999999,28826533.99286724,10282.127479165341,7.299527,16624341.912980122,42848.1246526309,6.678678,17111842.06850936,71761.24200490213,3.0015855,2.9806258999999997,3.022545
6507,7872,268,4.28,0.14,,,427.0,540.0,783.0,333.0,1075.0,68,71.0,1259.0,95,335.0,1.65,1.64,1.6,1.6,1.7,68,1.5,1.8,95,1.63,5040532666073313664,6.753386,37496596.57754903,9468.538029510013,6.868322999999999,24730110.94181542,30083.66258189331,6.6057973,18299914.154296707,33683.19484346469,12.361653,12.29147,12.431837
6539,7873,268,4.22,0.14,,,497.0,649.0,854.0,412.0,1121.0,68,89.0,1296.0,95,656.0,1.66,1.65,1.63,1.6,1.7,68,1.5,1.8,95,1.66,2478133530644396800,6.1533313,65164920.71443146,36512.75204734817,6.294817,41939999.59133823,52080.69103803024,5.9753723,32705375.55584782,103054.46898019688,11.614573,11.530068,11.699077
6564,6700,228,4.33,0.14,,,1073.0,1320.0,1753.0,668.0,2985.0,68,141.0,4870.0,95,310.0,1.28,1.28,1.27,1.2,1.4,68,1.1,1.4,95,1.32,2478536467295616000,5.816180999999999,88894282.28865054,49404.494367392785,6.0488534000000005,52603421.02707385,102340.42732062568,5.4645295,52354770.36259458,116103.73623864967,,,
6679,6612,225,4.31,0.14,,,1316.0,1614.0,2024.0,830.0,3575.0,68,188.0,5788.0,95,1026.0,1.25,1.28,1.24,1.2,1.3,68,1.1,1.4,95,1.29,2559648367790112896,6.866394500000001,33790021.91420077,10797.32745897852,7.1129136,19741939.27721903,54129.73616926133,6.5324097000000005,19579617.4118005,53973.52454118199,3.2499635,3.2380307,3.2618964
6686,8129,276,3.75,0.14,,,805.0,812.0,806.0,694.0,964.0,68,579.0,1122.0,95,747.0,2.08,2.06,2.03,1.8,2.2,68,1.7,2.5,95,2.21,510204838754613632,2.5219543,1847415582.8637226,11395421.132753992,3.2228496,710256907.3259426,23116573.562679216,2.5851736,742503611.647818,16270986.713498063,,,
6706,6822,232,4.41,0.14,,,778.0,947.0,1433.0,464.0,2386.0,68,94.0,3548.0,95,36.0,1.31,1.31,1.3,1.2,1.4,68,1.1,1.5,95,1.34,2786203082290674048,5.2130895,154921052.55166504,318615.11745243694,5.4583325,90619607.84318244,367614.62362068595,4.9113336,87143430.70420463,418691.1947565227,3.9248638,3.9057209999999998,3.9440067
6748,7272,247,4.25,0.14,,,643.0,818.0,1138.0,484.0,1610.0,68,100.0,1995.0,95,594.0,1.48,1.48,1.46,1.4,1.6,68,1.3,1.6,95,1.49,2457106882592567936,5.4137673,128777328.00875969,152506.58029582215,5.607705,78972003.18894716,84146.31350483361,5.1655107000000005,68954689.82594453,161855.79227471835,6.3249889999999995,6.299586,6.350392
6791,6514,221,3.85,0.14,,,2493.0,2400.0,2337.0,1700.0,3083.0,68,1454.0,5012.0,95,2062.0,1.43,1.43,1.41,1.2,1.6,68,1.1,1.7,95,1.56,5043882740564225152,6.777189999999999,36683460.32302261,6410.576644947779,7.028789,21332397.585745834,24069.383489400287,6.427275,21570388.63040532,20331.606557809635,12.451518,12.384692,12.518344
6801,6745,229,4.42,0.14,,,866.0,1090.0,1518.0,508.0,2679.0,68,106.0,4217.0,95,39.0,1.28,1.28,1.27,1.2,1.4,68,1.1,1.4,95,1.32,309335677941300992,7.895594,13095093.144776525,5231.602870199376,8.131684,7724701.986413831,12616.579548760454,7.5662785,7555385.941170801,19377.796570196264,4.043804,4.018181299999999,4.069426999999999
6813,6529,222,4.05,0.14,,,2386.0,2484.0,2337.0,1778.0,3981.0,68,891.0,6494.0,95,2380.0,1.3,1.29,1.27,1.2,1.4,68,1.1,1.5,95,1.39,397372371388455424,4.672406,254908149.4879464,1010900.2585511651,4.949150599999999,144842169.21644324,515364.5892622821,4.3890767,140973437.62162757,1195383.3854365174,8.073921,8.01507,8.132772000000001
6897,7851,267,4.12,0.14,,,634.0,784.0,904.0,562.0,1155.0,68,150.0,1372.0,95,900.0,1.68,1.67,1.63,1.6,1.8,68,1.5,1.9,95,1.72,5040270260751519872,6.976572,30529338.53817902,8508.588913730582,7.118339999999999,19643517.941714186,20028.62581090797,6.778555,15607958.677410685,14910.442577218819,14.543358999999999,14.435525,14.651193
6909,6440,219,3.83,0.14,,,2647.0,2547.0,2476.0,1784.0,3235.0,66,1512.0,5139.0,95,2131.0,1.42,1.42,1.41,1.2,1.6,68,1.1,1.7,95,1.55,2450402606145930496,6.527465,46170059.58417487,9715.614104756474,6.7842226,26721829.12145757,17834.76370969454,6.169489,27350949.61130938,30809.086433458993,10.275317,10.187676,10.362958
6915,6966,237,3.92,0.14,,,1554.0,1605.0,1562.0,1298.0,2032.0,68,794.0,2818.0,95,1578.0,1.52,1.51,1.46,1.4,1.6,68,1.3,1.8,95,1.63,2566130572951393408,6.441965,49952840.20435905,19540.04470713258,6.653122,30151329.24526793,92215.57084842364,6.1543436,27735146.88370377,41806.88918210134,10.675271,10.599434,10.751108
6948,6098,207,3.64,0.14,,,2716.0,2738.0,2623.0,1822.0,3424.0,67,1553.0,5102.0,95,2571.0,1.47,1.48,1.46,1.4,1.6,55,1.2,1.8,95,1.53,315363544282237824,7.8459325,13707973.607552033,4269.111154282792,8.140139999999999,7664773.501501225,20506.04088900734,7.4424458,8468173.58360564,16887.934798609942,5.7564116,5.719362,5.7934613
6960,9552,325,4.01,0.14,27.0,0.0,379.0,424.0,440.0,352.0,551.0,68,163.0,649.0,95,466.0,2.25,2.24,2.2,2.1,2.4,68,1.9,2.6,95,2.35,5043493547807985664,5.075491400000001,175853009.36325747,400020.8026616164,5.1170135000000005,124093734.9524572,208953.76328311532,5.075327400000001,74926777.56287116,437502.9062563721,,,
6965,7034,239,4.05,0.14,,,1225.0,1418.0,1475.0,1079.0,2076.0,68,325.0,2818.0,95,1543.0,1.47,1.46,1.44,1.4,1.6,68,1.3,1.7,95,1.54,2457042939119584384,7.076221,27852102.01118837,6426.342949280741,7.2754107,16997735.083684836,17949.322944325264,6.7921147,15414236.325400313,18469.86490243069,8.073995,8.029964999999999,8.118024
7050,9400,320,4.2,0.14,78.0,0.0,254.0,325.0,428.0,210.0,556.0,68,52.0,631.0,95,347.0,2.09,2.08,2.05,1.9,2.2,68,1.8,2.3,95,2.11,513395999454264448,6.119937999999999,67200279.72588706,27663.76365147536,6.1711800000000006,46998428.32139796,63224.89624795282,6.070172299999999,29970850.12423587,52965.502711690686,,,
7086,6950,236,4.29,0.14,,,804.0,1005.0,1392.0,547.0,2163.0,68,109.0,2985.0,95,374.0,1.37,1.38,1.38,1.3,1.5,68,1.2,1.5,95,1.4,4929369360446613248,7.264296000000001,23422207.74045677,4559.733822694599,7.4736485,14161063.713834984,10458.679723551792,6.966435000000001,13127864.960936233,14521.23944032101,5.95348,5.929444,5.9775157
7099,6727,229,4.09,0.14,,,1640.0,1853.0,1911.0,1270.0,2919.0,68,410.0,5158.0,95,1956.0,1.35,1.35,1.32,1.2,1.4,68,1.1,1.6,95,1.42,4934689141298949504,7.7608866999999995,14824893.872460602,3425.747745742349,7.9863696,8830948.190397888,7708.573560258846,7.4362726,8516455.126036258,13553.91045682548,6.1967907,6.1636524,6.229929
7106,6387,217,4.29,0.14,,,2023.0,2465.0,2859.0,1466.0,5461.0,68,335.0,7499.0,95,2291.0,1.18,1.18,1.15,1.1,1.3,68,1.0,1.3,95,1.2,4717044078755405568,7.8468979999999995,13695789.1483044,4711.224527087751,8.111697,7868216.121137027,14728.052128161518,7.477184299999999,8201519.608515164,21325.300151812262,2.6110008,2.6015732000000003,2.6204283
